trId	geneId	NA06984	NA06985	NA06986	NA06989	NA06994	NA07037	NA07048	NA07051	NA07056	NA07346	NA07347	NA07357	NA10847	NA10851	NA11829	NA11830	NA11831	NA11832	NA11840	NA11843	NA11881	NA11892	NA11893	NA11894	NA11918	NA11920	NA11930	NA11931	NA11992	NA11993	NA11994	NA11995	NA12004	NA12005	NA12006	NA12043	NA12044	NA12045	NA12058	NA12144	NA12154	NA12155	NA12156	NA12234	NA12249	NA12272	NA12273	NA12275	NA12282	NA12283	NA12286	NA12287	NA12340	NA12341	NA12342	NA12347	NA12348	NA12383	NA12399	NA12400	NA12413	NA12489	NA12546	NA12716	NA12717	NA12718	NA12749	NA12750	NA12751	NA12760	NA12761	NA12762	NA12763	NA12775	NA12776	NA12777	NA12778	NA12812	NA12813	NA12814	NA12815	NA12827	NA12829	NA12830	NA12842	NA12843	NA12872	NA12873	NA12874	NA12889	NA12890
ENST00000397668.2	ENSG00000095066.6	108.659729	0	93.853699	0	0	90.650543	93.632118	151.82164	155.503052	0	10.078382	36.550205	40	166.550781	0	0	206.605255	0	0	132	34.876331	130.546967	0	0	0	0	0	106.127998	0	75.093216	85.319733	98	0	0	0	56.297539	33.135098	135.782867	34.239758	179.865829	68.630432	0	57.491653	0	0	0	99.999992	0	55.275257	83.124496	0	0	41.986588	141.86377	61.665768	0	71.809357	0	0	0	115.266151	31.142776	57.544434	45.967415	0	0	0	0	0	0	0	0	101.999992	0	0	70.826546	215.879181	0	74.985046	0	0	0	0	0	116.075378	0	0	0	0	0	74.475594
ENST00000264827.4	ENSG00000095066.6	27.340265	159.999985	78.146309	200	82	51.349461	60.367874	70.178352	32.496944	162	131.921616	109.449799	0	39.449211	174	98	109.394753	172	148	0	55.123665	81.453026	209.999985	158	268	136	54	23.872007	136	74.906784	34.680264	0	50	144	176	211.702454	216.864899	98.217125	61.760239	34.134159	71.36956	136	150.508347	96	128	162	0	104	62.724743	50.875504	150	64	28.013411	54.136234	16.334232	148	26.190643	178	50	94	22.73385	18.857224	56.455566	36.032585	262	94	102	84	186	80	78	47.999996	0	110.000008	90	39.173454	92.120811	58	33.014954	56	112	110	190.000015	144	47.924618	68	234	62.000004	150	140	25.524405
ENST00000221891.3	ENSG00000105290.4	13.034247	38.678764	26	14.796192	20	15.405914	9.63278	18.127869	38.666855	45.999397	11.555991	25.474874	4.418384	23.203968	24.912897	6.313921	80.910385	27.076591	12.311963	24	22.644802	21.064669	20.575588	25.429432	19.309229	14.652724	3.022987	16.617384	20.712576	14.957607	21.936647	337.509338	8.02024	12.289482	12.048951	22.639133	8.311063	8.479358	14.219949	8.436954	21.999998	4.73778	16.781727	26.823273	20.265154	53.509995	22.284731	27.88513	33.345543	49.554054	51.60339	6.956752	0	0	11.824817	7.177733	4.232258	9.612021	10.840451	22.541058	0	10.610178	16.557775	8	10.903026	25.622316	16.209816	0	13.609899	1.833718	6.907691	17.728043	27.241922	6	10.523485	133.84729	525.537354	0	28.445419	4	0	3.637034	15.825963	48.000004	42.998795	10.119365	12.838224	1.674962	28.470486	10.858026	0
ENST00000537454.1	ENSG00000105290.4	14.965754	3.321234	0	15.203809	0	0.594085	24.36722	11.87213	1.333145	34.000603	14.444009	18.525124	7.581615	18.79603	9.087102	19.686079	3.089615	28.923409	19.688038	0	5.355197	24.935331	39.424412	16.570568	26.690771	27.347275	4.977013	3.382617	29.287422	25.042395	26.063353	46.49065	21.979761	5.710518	1.95105	69.36087	1.688938	9.520642	9.780051	13.563046	0	7.26222	9.218273	35.176727	27.734846	14.490002	39.715267	18.114868	38.654453	16.445944	32.39661	9.043248	4	22	14.175182	20.822268	15.767741	8.387979	23.159548	27.458942	8	13.389822	21.442225	0	19.096973	6.377683	19.790184	16	22.3901	2.166282	9.092309	10.271956	28.75808	0	9.476515	78.15271	36.462688	6	3.554581	0	10	10.362966	16.174038	0	1.001203	1.880636	17.161777	4.325038	15.529514	11.141974	22
ENST00000538771.1	ENSG00000079462.2	271.454315	129.569717	136.994736	86.77298	52.062614	91.927849	162.602417	161.61705	127.17466	165.960281	120.306175	206.641617	36.55685	225.820038	221.780579	33.647804	238.347321	154.717819	326.775085	214.770386	160.319061	207.594284	140.334793	81.039589	234.649109	358.322144	117.216499	291.905151	295.509796	243.454239	146.37973	48.986622	21.565748	112.20105	229.560287	111.413963	194.088882	123.937386	142.432175	249.967316	268.292206	243.08342	306.474396	237.294037	137.756714	159.902557	73.372513	208.590149	293.164124	163.032578	190.650696	46.856617	112.392204	146.685089	78.19783	228.439072	111.944427	123.232903	67.294228	16.113731	324.511688	63.129627	325.613251	40.920544	146.146301	90.709129	41.295609	108.708275	184.464844	160.328506	95.007545	124.862106	259.416351	40.678841	85.423203	191.220459	235.019928	59.411446	234.326843	52.298782	154.173615	63.261631	140.013641	300.139893	165.237793	113.476013	235.187134	63.421238	239.749237	188.326706	92.28891
ENST00000262890.2	ENSG00000079462.2	487.327728	364.430298	281.00528	549.227051	133.937378	364.072144	355.397583	444.382965	422.825317	702.039734	247.693817	289.358398	229.512741	480.179962	434.219452	348.352173	601.652649	371.282166	723.224915	353.229614	253.680939	328.405731	469.665192	340.960419	531.350891	637.588623	324.783508	1099.018188	154.490219	266.545746	171.62027	205.013382	130.43425	423.79895	466.439728	648.585999	531.911133	394.062622	181.567825	568.032715	876.453674	212.916565	1031.525635	352.705963	330.243286	502.097443	366.627502	307.409851	250.835892	412.967407	479.349335	159.143387	95.607796	465.314911	417.802155	621.560913	222.055573	400.76709	248.705765	309.886261	369.488281	270.870361	238.38678	125.079453	385.853699	143.290878	407.348236	211.291718	489.535156	183.671494	474.992432	307.137878	442.583649	235.321167	262.576782	423.990723	690.980103	256.588531	459.673157	163.701218	459.826355	282.738342	429.986359	399.860077	442.762177	156.523987	600.812866	222.578751	592.250732	409.673309	421.71109
ENST00000317178.5	ENSG00000152443.8	512.326355	984.4823	751.60376	995.297241	657.88208	932.948364	758.993713	788.669312	676.857117	881.313721	906.303406	858.075134	697.76886	1116.262573	641.419495	1268.790039	1850.031616	950.83728	604.633057	922.313477	863.729431	672.207275	1397.899292	673.392334	908.12677	947.167053	415.661652	755.678406	773.040161	981.143738	1043.912354	462.000031	304.418732	822.255005	1030.744263	1382.427368	1006.303772	655.963074	286.124939	829.516113	835.296326	663.491211	612.588745	920.463684	678.497559	1025.005249	440.571838	731.436646	1009.269714	735.378174	993.311523	727.377869	501.678162	1273.307983	680.903931	1080.052979	452.892731	706.950806	473.403351	792.012878	438.319855	286.130646	916.032532	372.881195	743.636414	393.057281	750.040161	453.637238	1024.30127	328.288696	524.360596	352.751495	378.789124	446.265991	565.430664	517.517822	1056.168335	436.882721	737.149719	374.072021	786.181091	223.181702	555.165283	998.81543	573.897217	390.245789	1252.686401	504.711212	1039.765991	527.664612	752.633057
ENST00000473585.1	ENSG00000152443.8	0	15.181611	12.737166	16.91791	0	0	27.277643	24.098324	14.385723	0	0	20.443916	2.23111	26.920177	0	0	16.504435	0	25.39126	28.531816	0	35.999947	0	17.746843	35.878937	0	0	7.143526	28.632849	0	19.442978	0	0	0	14.465032	0	0	4.010668	0	18.845259	18.755005	40.635048	0	0.590427	0	0	46.37627	41.934952	22.457138	0	0	0	0	18.015181	0	0	21.028967	7.63676	0	34.718658	0	0	3.123191	6.310733	0	0	16.468584	0	0	2.410619	50.591026	0	1.730792	22.336267	44.224129	34.028313	3.322953	0	27.928627	26.514973	0	47.450268	15.289285	0	0	0	3.310129	0	4.618544	5.877284	12.111919
ENST00000431353.1	ENSG00000152443.8	30.952133	9.727123	8.384026	31.154652	16.389793	2.601032	0	20.842165	18.900494	0	0	10.698202	0	8.871455	14.237019	52.399532	77.143044	10.806751	20.519638	18.91445	8.270555	35.413563	18.623547	0	11.523115	68.071014	16.274506	19.211281	0	23.359167	57.174118	0	0	22.86573	8.517156	0	38.248951	53.372101	20.821363	55.050655	9.454129	22.634872	22.609798	0	47.817886	11.100686	8.664154	40.19239	22.415247	30.83338	9.583299	0	18.869205	58.900806	14.635701	25.000675	38.105736	33.725616	0	0	55.544373	5.070963	6.468293	18.808077	36.921978	18.35813	12.017936	25.050779	8.60177	2.69276	10.370862	0	0	40.772373	0	22.495132	39.270355	9.117276	62.417389	10.209317	62.629742	0	14.358816	33.303383	0	19.754198	48.697697	0	0	2.830297	13.180773
ENST00000489376.1	ENSG00000152443.8	5.93069	6.60896	38.961292	190.630188	3.728094	4.450625	169.314743	108.583488	96.877312	0	23.939747	139.534286	0	8.733271	32.343487	0	361.207947	5.836312	0	173.623444	0	102.379265	9.054821	0	5.880543	125.957214	15.414217	86.681183	0	201.497116	161.009109	0	12.21116	104.676392	0	16.160938	184.895035	73.677986	14.953097	43.468201	49.889744	66.198517	17.381065	4.945921	14.684953	23.495356	14.170062	41.841076	5.65987	31.495335	9.105154	50.622143	72.628929	227.767242	3.324343	43.031834	47.35363	52.302906	0	45.281593	28.770382	0	2.609167	0	48.971157	4.010417	0	19.594028	4.086657	0	15.34586	0	0	82.552834	78.832054	9.350249	112.608917	0	134.562943	13.203703	12.554141	0.088604	0	102.059555	2.102817	0	14.167892	4.039382	4.310773	5.413873	4.074256
ENST00000451849.1	ENSG00000152443.8	28.790825	0	12.313773	0	0	0	14.413951	25.806715	22.979382	4.686313	13.75691	35.248405	0	11.212433	0	8.81041	29.112991	14.519664	1.456038	14.616816	0	0	12.422253	10.860831	10.590617	14.804721	12.649615	3.285615	8.327013	0	12.461441	0	21.370119	6.202891	6.273513	11.411669	14.552276	32.976177	0	19.119776	42.604774	109.040382	99.420387	0	34.999596	16.398693	32.217655	48.594933	6.198007	18.293121	0	0	14.823695	30.008802	5.136045	35.914532	30.618946	41.383884	6.596644	23.986879	21.365385	26.798386	5.766787	0	24.470474	26.574175	9.473277	31.717951	7.010331	40.607933	27.331667	5.248498	11.480096	18.072554	15.513183	14.608439	14.629464	0	13.941288	0	18.635035	15.279426	15.186637	67.821625	0	0	17.13793	7.249385	7.304669	8.213951	0
ENST00000525771.1	ENSG00000124444.10	29.669077	157.030838	239.794907	92.331818	117.253151	321.897766	170.193863	253.740921	133.400589	63.165482	112.854706	28.995258	43.754082	258.457703	136.35257	224.101303	185.4599	23.038111	38.30357	34.631153	76.479378	115.109901	121.452194	175.325394	82.062508	356.397858	13.557296	52.461079	163.375427	13.521052	387.025269	32.478512	69.883034	145.499832	329.480499	142.664917	377.720276	386.432251	215.236313	154.100357	125.101349	97.43718	164.0952	63.786087	46.094986	13.328916	189.050507	285.277222	321.150391	284.146729	40.153194	48.142586	94.804947	161.403595	19.10446	162.507935	19.537384	217.472839	22.701542	21.56657	89.463203	36.192799	95.739326	15.175005	65.903702	83.982567	260.452423	102.488205	226.281799	188.499298	9.566399	29.340628	60.297684	81.323883	350.084686	72.710091	350.077118	62.229431	60.415573	144.028366	100.61116	309.064911	352.194183	162.904144	97.271011	9.633266	72.831924	110.971733	41.0951	27.759789	54.148312
ENST00000529930.1	ENSG00000124444.10	33.332302	36.175755	41.696404	53.536453	5.916471	69.108566	2.695878	81.75386	13.970566	101.156898	55.141644	229.93515	9.888849	7.609799	92.61232	16.25782	66.727058	66.922005	63.921219	20.680336	21.634251	59.965424	20.887667	66.147324	266.648468	31.989037	1.125883	42.575081	95.841331	3.195997	12.237724	118.19381	4.89927	22.244516	101.44574	107.000748	168.350662	7.304475	13.744802	21.941364	96.90062	22.702061	126.311661	79.079369	34.207169	52.384525	59.080338	9.885232	103.730499	60.673275	31.872353	15.101179	12.114876	73.342056	36.701767	0	35.732502	0	12.074785	7.232417	98.617508	17.926283	17.798426	8.737702	110.814827	11.072904	10.345179	54.073383	77.021088	34.051136	46.567226	10.77395	51.682453	34.077728	8.58754	10.604709	87.755699	65.283379	11.279884	10.156554	13.927403	10.308459	137.499222	40.849945	7.105597	24.198933	29.057255	41.044025	56.806618	19.484764	4.278645
ENST00000391965.2	ENSG00000124444.10	14.438859	4.904731	0	10.945496	146.989822	13.764444	0	34.248192	10.904438	8.931409	12.849373	11.929937	6.565288	5.69097	68.204857	0	44.199669	8.170507	45.223816	7.849004	6.39233	6.602969	13.250819	0	18.363781	0	2.935223	26.191357	20.727509	10.076474	15.164354	17.678198	0	19.198984	21.153276	30.593056	36.2103	50.647385	6.200984	0	37.522594	0	0	14.650434	5.120199	3.98008	7.451074	11.630861	12.118431	102.839912	7.249938	11.115479	16.250969	7.587948	3.501245	0	4.689894	0	0	240.224014	167.234604	0	26.706285	0	6.94348	0	0	1.943994	0	0	0	0	263.433746	18.597366	52.655712	10.378977	10.995424	0	27.780214	0	0	0	17.257486	0	6.069949	3.893867	9.645104	0	17.042564	0	6.932562
ENST00000336564.4	ENSG00000124444.10	408.605133	328.274506	125.712852	696.828003	77.378929	65.179886	550.327271	180.729874	394.15567	864.390808	234.331116	150.375488	389.450958	389.723877	190.658295	249.327499	677.22937	436.105988	844.117981	523.034851	287.093597	365.396698	553.842041	64.621147	127.246773	299.079865	277.136963	840.151001	126.443985	740.783386	157.355835	211.184937	78.832611	221.869965	91.205528	587.36676	110.492516	87.022011	17.697987	563.804016	270.891022	167.731934	336.292847	230.433533	399.796967	613.366211	238.128845	161.542816	99.232025	85.381851	529.522766	244.4216	99.321861	469.949158	224.785126	454.634949	278.776093	156.829346	284.176514	172.853714	197.707397	230.100281	640.907166	218.238052	382.364746	171.524078	229.269379	97.952148	166.901062	67.411484	443.460449	213.843796	74.753059	151.434952	72.228287	163.874741	209.476639	81.243103	610.541565	20.172352	489.017792	48.20385	100.194946	391.323151	317.57254	162.165436	537.591797	58.341103	619.011841	376.859344	502.846649
ENST00000528387.1	ENSG00000124444.10	27.789125	20.531454	53.764328	49.993729	47.407555	0	0	42.834904	61.569065	25.099144	0	69.670845	11.477949	21.372751	0	85.654968	47.159138	24.638083	114.840134	43.807873	0	0	30.085012	53.944027	55.271214	41.768166	0	23.03834	0	0	0	43.130333	80.615494	140.585281	47.412941	22.072191	47.458069	0	48.496006	20.960316	59.759712	148.651428	80.196388	52.813908	0	25.062403	0	31.060986	81.310242	52.280895	72.438072	26.283045	0	36.683533	14.204857	23.91153	0	36.78344	16.094843	56.334469	0	14.529697	52.376812	10.03334	28.468	0	18.686951	0	121.663002	4.616428	19.054499	30.502213	53.088501	0	0	95.706734	0	0	15.900209	27.288101	0	0	0	46.919762	14.056376	11.069448	32.627762	0	66.791679	0	38.230949
ENST00000533118.1	ENSG00000124444.10	0	0	0	0	0	0	3.025052	0	0	23.739635	0	0	0	0	0	0	0	0	0	0	0	16.340343	19.046265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.709464	0	0	0	0	0	0	0	0	0	0	0	0	17.859276	0	17.651346	0	0	0	0	0	0	4.085155	0	18.481697	0	0	0	0	0	0	0	0	10.602782	0	0	64.445839	0	0	0	0	0	5.776458	0	0	1.589984	4.528707	0	3.592234	0	0
ENST00000453535.1	ENSG00000105723.6	100.488426	941.582825	514.177246	649.005188	12.951277	5.853225	287.215546	585.144714	357.155792	987.300598	10.704062	68.23497	181.705399	470.987579	14.760338	910.567749	421.189789	24.136442	1044.317871	384.525665	39.076145	130.532806	0	25.158928	508.155975	771.742126	645.822083	1013.451111	12.006591	669.546692	312.175964	409.283875	12.889995	199.782379	718.917419	548.507813	100.832352	376.734741	0	41.662193	1223.215942	550.439148	22.379021	335.20752	61.31963	735.018311	9.358787	11.324138	142.545929	26.146814	264.983856	316.122986	0	7.277901	56.054665	0	13.629989	24.627657	561.003235	10.525638	10.272532	12.073017	555.350037	0	642.521851	0	472.082275	27.86801	658.92926	10.006727	350.13559	202.79216	14.841717	57.090256	336.852264	35.977905	26.531115	0	995.23645	273.736237	89.521774	12.616411	10.819484	1170.395874	62.816483	0	152.905716	8.801509	285.764191	638.241577	22.071476
ENST00000398249.4	ENSG00000105723.6	33.861042	68.555702	67.915146	123.048309	18.06601	27.504971	62.64069	59.818615	48.094219	60.540722	89.386864	54.331821	57.056202	92.263062	2.454617	119.114395	119.679871	49.637207	45.987141	52.843693	38.207237	45.04657	76.627037	29.927061	64.38546	119.270836	34.465992	39.861984	44.493793	64.925453	34.950928	56.637558	42.656471	73.924866	100.664154	63.858524	39.201706	31.409464	14.654938	53.863983	98.419449	80.697952	51.150795	69.20063	64.194107	47.103176	12.098904	45.142899	66.880119	66.944305	40.119099	38.480949	31.808876	47.32259	67.093735	44.616692	30.44718	47.570736	42.78978	38.030445	35.997826	26.277201	37.89212	12.582016	95.888741	18.208166	89.594887	23.62546	62.497787	27.344986	14.317955	60.665569	2.828331	65.675987	33.350365	47.332558	36.136387	42.311852	57.998878	36.899323	12.10307	73.804497	33.732819	62.760998	115.231033	9.400438	71.88253	3.113635	72.300583	55.116955	46.1605
ENST00000544315.1	ENSG00000105723.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.133972	0	0	0	0	185.301529	1485.12146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.890839	0	0	0	0	0	0	0	0	0	0	0
ENST00000493059.1	ENSG00000105723.6	237.365509	345.47818	129.57576	282.483093	7.317368	75.253937	177.25528	133.255249	11.186644	204.255554	134.732788	257.05484	153.690277	113.286873	69.979393	166.655624	236.378845	75.055923	286.068207	120.828995	47.275211	57.089725	150.917328	19.471527	157.109375	181.865601	94.806335	366.290161	20.422062	62.033146	78.168694	33.550812	4.247297	81.823196	268.489685	223.248001	13.944932	42.079643	7.153621	63.591057	356.649536	281.610962	179.971832	229.629288	148.314392	166.16655	19.757078	29.184635	100.179558	150.775986	183.985916	174.727737	14.260767	110.726227	67.386917	119.203964	84.895157	27.275518	160.973358	15.00362	35.336468	21.600708	111.686073	13.688018	154.404739	5.124507	37.06213	154.909866	179.456573	3.64731	67.133301	79.997169	18.509962	183.58989	23.700251	13.410032	20.479853	31.934454	181.90387	27.129272	66.110756	155.680984	18.547497	240.093887	61.909683	13.32471	167.911728	14.825468	207.060638	321.826996	18.211817
ENST00000222330.3	ENSG00000105723.6	1822.285034	794.383423	988.331909	1801.463379	1405.665283	1377.387939	1634.888428	1455.781494	1689.563354	2143.903076	1411.17627	1974.378296	1497.548096	1607.462524	1732.805664	1461.662109	3528.751465	1867.17041	2119.626709	1930.667725	1883.441406	1789.330811	2486.455566	1459.442505	1119.047607	0	498.905609	1858.396851	1895.077515	2023.494629	1892.704468	1000.527771	832.206238	1506.469482	1695.928711	2284.385742	2926.020996	1341.776123	940.844055	2288.882813	1009.715088	967.251953	2914.498291	1215.962646	1272.171875	1277.712036	1158.785156	1336.348267	1622.394409	1428.132935	1740.911133	775.787537	873.930359	2488.67334	915.464661	1538.179443	1069.027588	1730.526123	337.233582	1798.440308	1954.393188	1014.049072	2223.071777	1059.72998	1891.18457	1046.667358	1407.260742	823.59668	937.116333	1191.000977	1292.413086	1010.545105	1775.820068	985.64386	1464.097168	1167.279541	2628.852783	959.753723	1328.860718	164.34433	1408.264404	1077.898071	1860.900146	1444.749268	1474.042725	821.274841	2285.300049	791.259399	1970.874512	734.814453	2289.556152
ENST00000503121.1	ENSG00000181392.9	0	0	0	0.114578	0	0.955305	0	9.442307	0	0	1.357455	0	0	0	0	0	0.521094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.029365	0	0	2.80213	8.495603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.655682	0	0	0	0	0	0	0	0	0	0	0	0.886805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11159	0	0	0	0	0	0	1.851667	0
ENST00000505054.1	ENSG00000181392.9	0	0	0	0	0	0	1.469293	0	4.482275	0	0	0.940908	0	3.186538	0	0	0	0	0	0	0	0.477646	0	0	0	0	0	87.671066	0	0	0	0	0	0	1.178822	0	0	2.426628	1.947417	0	1.852451	0	0	0	0	0	0	0	0	0	0	0	0	0	1.301576	3.916128	0	0	0	0	0	0	1.560337	0	3.069027	0	0	0	1.388445	0	0	0	0	0	3.143591	0.881575	0	0.537233	0	0	0.625236	1.001191	0	0	0	0	0	0	0	0	0
ENST00000340477.5	ENSG00000181392.9	24.550167	0	0	0.711048	0	0	0	0	0	0.326441	0	0.966754	0	1.628088	0.823991	0.629456	1.585967	1.375894	0.868295	0	2.07489	22.88669	0	2.957309	0	14.44607	0	2.038027	7.490195	0.081472	25.737741	0	0.644824	25.509584	0.508752	0	1.25369	0	0	1.025951	0	1.919633	1.352974	3.009588	0	5.13484	0	6.763677	27.857306	0	0	1.05157	0.684692	0.566684	0.267269	5.324819	7.636906	2.793133	2.112418	0.29666	1.031177	0	0	0	3.340294	0	0.738996	0	0	0	0.719336	0.690706	3.548699	0.674296	3.286072	0	46.962364	0	5.632584	1.639376	2.166589	28.929455	0	5.098549	0	4.375064	1.123976	0	0	7.132638	2.446768
ENST00000324444.3	ENSG00000181392.9	0	0	0	0	0	15.267179	42.845879	5.075006	9.454038	0	0	0	0	2.424012	0	0	0	1.312133	0	42.440395	0	0	0	0	73.366653	1.044524	5.908023	0	0	0	0	0	0	0	0.152515	5.169363	0.696046	28.873405	0	1.673797	5.686405	0	4.094836	0	12.151853	0	0.927511	0	0	10.754485	1.069863	2.035748	0	2.144721	1.051052	0	0	8.687738	3.305713	0	0	0	0	0	0	0	0	0	0.574897	0	1.148576	0.327475	6.208792	0.376592	0	0	0	1.122931	0.783656	0	0	0	0.61715	0	3.456934	0	0.229961	0	0.197529	0	0
ENST00000397428.3	ENSG00000181392.9	0	0	1.172892	0	0	0	0	0	0.805151	0	0	0.11155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244383	0	0	0	0	0	0	0.962255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000490730.1	ENSG00000181392.9	0.764478	5.083788	0	0	0	0	0	7.23785	0	0.232268	5.026045	0	82.927292	3.563543	0	0	0	0	2.467942	0	0	0.945653	0	0	0	0	116.137779	2.608462	0	1.060115	0	0.491964	0	1.290399	0.696008	3.704224	2.041087	0	4.711194	0	0	0	0.37287	0	0	0	0.062482	0.915014	1.689387	0	0.895638	0	0	0	0	3.986691	8.026334	3.25048	0	0	1.223356	0.749106	1.010828	0	3.750676	0.261506	1.572471	0	6.956511	0.63144	0.188491	6.610666	3.732595	1.035562	1.815835	3.885353	8.634681	0.069832	0	0	0	2.433037	1.782717	0	239.208237	0	0	109.944939	0.065314	0	1.937135
ENST00000465425.1	ENSG00000181392.9	6.300704	16.929373	21.859705	0.981337	3.036987	1.250179	5.396253	12.499857	38.892937	1.187586	9.215687	7.904182	1.237628	15.977543	55.197552	2.314167	20.564217	7.235419	0.433308	13.591349	322.23938	3.909364	2.745362	8.96279	20.329182	5.496605	0	5.247225	11.702767	0.250126	1.855426	2.681803	0.482975	16.349632	1.704611	8.31728	4.805277	24.347441	3.412211	6.795736	10.777884	3.117254	4.178473	379.101532	21.342562	2.050005	0.872275	31.98241	6.467756	12.671091	4.922659	0.985407	1.416761	7.726491	0.686402	10.389194	22.029408	12.049013	0.925584	0.474131	5.193398	28.799641	4.697084	14.288859	27.800926	1.486055	1.648941	4.492661	3.498201	6.78997	1.403193	11.559831	1.567582	5.689645	11.140249	12.87097	21.966177	1.793497	13.134222	5.297987	2.283139	5.566045	5.422315	15.324389	23.616199	9.672503	3.383163	4.755107	3.561145	19.489431	3.08755
ENST00000536878.1	ENSG00000171649.5	220.029526	160.080841	158.393265	261.434723	107.759666	168.030258	186.177887	169.182297	210.971558	131.987	136.260574	291.644714	207.535385	386.562775	183.917496	269.076752	784.680847	92.06665	341.883118	166.70871	142.457214	203.523209	222.208313	129.731262	193.692444	195.285721	139.23764	344.062073	192.19632	237.454346	282.779175	118.226837	77.241005	169.735092	301.069641	576.158081	194.879456	136.047531	89.188301	268.009155	229.284912	298.978973	159.391968	239.578705	247.016708	332.668396	212.521362	224.511353	357.78418	305.408905	323.046082	135.489716	250.721802	541.477234	120.521767	203.493881	112.029854	163.635056	82.926521	122.014862	194.057327	31.830536	126.324409	65.549515	275.354034	46.448471	77.980667	96.941505	263.275421	108.117836	172.971771	140.98999	157.285538	149.545212	120.21357	174.296326	465.226563	93.711288	400	20.837723	125.996819	80.72139	196.95282	334.020081	120.452118	113.813202	495.898529	113.782448	290.796051	46.653343	18.932775
ENST00000307468.3	ENSG00000171649.5	35.859699	101.214752	84.514854	146.549133	103.441887	103.918976	137.648361	110.318016	66.618942	103.213448	69.711922	49.920921	135.39505	78.25209	94.719963	281.173737	332.031677	145.787399	118.049171	121.194298	30.867945	87.122391	181.981171	72.377327	95.5933	149.079514	36.498951	69.84063	6.984324	189.85556	170.478104	62.876255	55.609863	160.180679	84.191711	0	67.068535	166.734512	97.850273	121.94944	102.443771	44.508041	71.761856	77.143906	119.057335	137.574966	80.30246	147.242294	152.787506	90.48568	70.286469	104.8582	2.377985	202.369232	0	85.263992	96.968681	97.033394	41.073479	55.744804	168.382523	56.169464	47.779064	55.165737	54.222816	70.723953	104.673012	92.657104	58.936363	95.882172	134.34761	78.025101	56.439426	44.085678	171.112213	113.357185	164.617126	27.561651	0	48.486107	5.186073	61.449169	138.909592	53.352978	100.175819	75.574577	284.176727	66.674057	121.832626	22.098801	39.067226
ENST00000356724.2	ENSG00000171649.5	64.110779	128.704407	73.091888	54.016129	70.798439	94.050758	106.173759	62.499687	58.409504	106.799545	78.027504	148.434341	65.069572	113.185158	121.362549	119.749504	45.287457	52.145962	78.067711	116.096992	118.674835	107.354401	59.810513	71.891411	116.714249	101.634773	60.263409	114.09729	92.819344	78.690086	152.742737	80.896912	67.149139	94.084221	144.738647	1.841914	126.052017	25.217953	20.961422	40.041428	142.271317	36.512993	56.846188	117.277397	49.925938	49.756615	9.176181	34.246346	37.428322	86.1054	156.66745	41.652096	30.900208	140.15358	41.478233	45.24213	45.001461	99.331551	0	38.240334	35.560173	0	107.896523	81.284752	48.423134	22.827578	47.346313	30.401392	277.788208	0	88.680634	38.984917	52.275032	36.36911	34.674229	48.346478	96.156303	48.727062	0	6.676172	70.817101	33.829441	48.137589	162.626968	1.372069	34.612217	53.924755	35.543491	143.371338	9.247857	0
ENST00000442265.2	ENSG00000126456.10	0	0	0	0	0	0	5.594368	0	0	0	0	4.950143	7.025556	0	6.017721	0	4.49354	4.835982	20.487867	0	4.929416	0	0	4.859024	0	5.581351	0	7.371463	0	0	0	0	0	0	0	0	0	0	0	4.802104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.955158	4.862154	0	0.366668	0	0	0	0	0	0	0	0	6.247991	0	5.910574	0	0	0	7.70864	0	5.927501	0	0	0	0	0	5.249318	0	0	0	0	0	0	0	8.016212
ENST00000377135.4	ENSG00000126456.10	142.538391	0	24.946085	233.76268	150.112106	13.159247	58.689075	0	12.171832	110.741409	2.698043	150.203201	217.631485	0	54.440208	312.976624	16.451355	0	58.914478	66.143127	77.098724	0	213.845688	0	12.256984	26.237236	28.823244	111.742012	0	208.751663	61.810387	255.575195	147.959335	0	163.661896	93.642868	0	0	0	23.14777	175.040054	105.09594	35.565002	161.334503	14.308304	36.802948	0	0	11.283359	22.805687	0	311.049927	49.862888	12.872292	0	0	74.932632	17.674242	0	169.831284	0	0	267.631226	14.908778	25.918879	95.854355	294.072235	0	3.749423	0	13.498443	16.509306	0	13.461733	165.820358	0	0	44.331161	115.171906	30.757214	0	11.696789	11.237562	78.866417	76.430695	15.046821	13.971044	0	27.624794	209.210907	258.120605
